label,svg
689,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""180"" width=""256"" height=""76"" fill=""#8B4513""/><g fill=""#A0522D""><rect x=""10"" y=""190"" width=""30"" height=""30"" rx=""5""/><rect x=""50"" y=""190"" width=""30"" height=""30"" rx=""5""/><rect x=""90"" y=""190"" width=""30"" height=""30"" rx=""5""/><rect x=""130"" y=""190"" width=""30"" height=""30"" rx=""5""/><rect x=""170"" y=""190"" width=""30"" height=""30"" rx=""5""/><rect x=""210"" y=""190"" width=""30"" height=""30"" rx=""5""/><rect x=""30"" y=""220"" width=""30"" height=""30"" rx=""5""/><rect x=""70"" y=""220"" width=""30"" height=""30"" rx=""5""/><rect x=""110"" y=""220"" width=""30"" height=""30"" rx=""5""/><rect x=""150"" y=""220"" width=""30"" height=""30"" rx=""5""/><rect x=""190"" y=""220"" width=""30"" height=""30"" rx=""5""/></g><g fill=""#FFC0CB""><circle cx=""20"" cy=""160"" r=""10""/><circle cx=""60"" cy=""160"" r=""10""/><circle cx=""100"" cy=""160"" r=""10""/><circle cx=""140"" cy=""160"" r=""10""/><circle cx=""180"" cy=""160"" r=""10""/><circle cx=""220"" cy=""160"" r=""10""/></g><g fill=""#FF69B4""><circle cx=""20"" cy=""160"" r=""5""/><circle cx=""60"" cy=""160"" r=""5""/><circle cx=""100"" cy=""160"" r=""5""/><circle cx=""140"" cy=""160"" r=""5""/><circle cx=""180"" cy=""160"" r=""5""/><circle cx=""220"" cy=""160"" r=""5""/></g><g stroke=""#8B0000"" stroke-width=""2""><line x1=""20"" y1=""170"" x2=""20"" y2=""180""/><line x1=""60"" y1=""170"" x2=""60"" y2=""180""/><line x1=""100"" y1=""170"" x2=""100"" y2=""180""/><line x1=""140"" y1=""170"" x2=""140"" y2=""180""/><line x1=""180"" y1=""170"" x2=""180"" y2=""180""/><line x1=""220"" y1=""170"" x2=""220"" y2=""180""/></g></svg>"
690,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""150"" width=""256"" height=""106"" fill=""#DC143C""/><g opacity=""0.8""><ellipse cx=""80"" cy=""120"" rx=""60"" ry=""30"" fill=""#36454F""/><ellipse cx=""180"" cy=""100"" rx=""70"" ry=""40"" fill=""#36454F""/><ellipse cx=""130"" cy=""80"" rx=""50"" ry=""25"" fill=""#36454F""/><ellipse cx=""40"" cy=""90"" rx=""40"" ry=""20"" fill=""#36454F""/><ellipse cx=""220"" cy=""130"" rx=""50"" ry=""30"" fill=""#36454F""/></g></svg>"
691,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#6C5B7B""/><stop offset=""100%"" stop-color=""#355C7D""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><line x1=""0"" y1=""128"" x2=""256"" y2=""128"" stroke=""#4B3F4F"" stroke-width=""2""/><g transform=""translate(0, 128)""><rect width=""256"" height=""128"" fill=""#967BB6""/><g fill=""#E6E6FA""><circle cx=""30"" cy=""20"" r=""5""/><circle cx=""60"" cy=""10"" r=""5""/><circle cx=""90"" cy=""20"" r=""5""/><circle cx=""120"" cy=""10"" r=""5""/><circle cx=""150"" cy=""20"" r=""5""/><circle cx=""180"" cy=""10"" r=""5""/><circle cx=""210"" cy=""20"" r=""5""/><circle cx=""240"" cy=""10"" r=""5""/><circle cx=""270"" cy=""20"" r=""5""/></g></g></svg>"
692,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""pink""/><stop offset=""50%"" stop-color=""orange""/><stop offset=""100%"" stop-color=""pink""/></linearGradient><linearGradient id=""lakeGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""lightblue""/><stop offset=""50%"" stop-color=""white"" stop-opacity=""0.5""/><stop offset=""100%"" stop-color=""lightblue""/></linearGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""url(#skyGradient)""/><ellipse cx=""64"" cy=""64"" rx=""40"" ry=""20"" fill=""white"" opacity=""0.8""/><ellipse cx=""160"" cy=""48"" rx=""50"" ry=""25"" fill=""white"" opacity=""0.8""/><ellipse cx=""200"" cy=""80"" rx=""30"" ry=""15"" fill=""white"" opacity=""0.8""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""url(#lakeGradient)""/><ellipse cx=""64"" cy=""192"" rx=""40"" ry=""20"" fill=""white"" opacity=""0.4""/><ellipse cx=""160"" cy=""208"" rx=""50"" ry=""25"" fill=""white"" opacity=""0.4""/><ellipse cx=""200"" cy=""176"" rx=""30"" ry=""15"" fill=""white"" opacity=""0.4""/></svg>"
693,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><g stroke=""#D4AF37"" stroke-width=""2""><line x1=""0"" y1=""128"" x2=""256"" y2=""128""/><line x1=""128"" y1=""0"" x2=""128"" y2=""256""/><line x1=""64"" y1=""64"" x2=""192"" y2=""192""/><line x1=""192"" y1=""64"" x2=""64"" y2=""192""/><circle cx=""128"" cy=""128"" r=""96"" fill=""none""/></g><g fill=""#E6E6FA""><circle cx=""64"" cy=""64"" r=""20""/><circle cx=""192"" cy=""64"" r=""20""/><circle cx=""64"" cy=""192"" r=""20""/><circle cx=""192"" cy=""192"" r=""20""/><circle cx=""128"" cy=""128"" r=""20""/><circle cx=""96"" cy=""96"" r=""15""/><circle cx=""160"" cy=""96"" r=""15""/><circle cx=""96"" cy=""160"" r=""15""/><circle cx=""160"" cy=""160"" r=""15""/></g></svg>"
694,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><ellipse cx=""128"" cy=""100"" rx=""80"" ry=""40"" fill=""#333333""/><ellipse cx=""128"" cy=""140"" rx=""100"" ry=""20"" fill=""#333333""/><rect x=""48"" y=""80"" width=""160"" height=""20"" fill=""#800020""/></svg>"
695,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""#FFE4E1""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#F4A460""/><rect x=""20"" y=""140"" width=""40"" height=""10"" fill=""#8B4513"" transform=""rotate(-10, 20, 140)""/><rect x=""80"" y=""160"" width=""30"" height=""8"" fill=""#8B4513"" transform=""rotate(15, 80, 160)""/><rect x=""150"" y=""180"" width=""50"" height=""12"" fill=""#8B4513"" transform=""rotate(-5, 150, 180)""/><rect x=""200"" y=""150"" width=""25"" height=""7"" fill=""#8B4513"" transform=""rotate(20, 200, 150)""/></svg>"
696,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""skyGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#1a2a6c""/><stop offset=""50%"" stop-color=""#b21f1f""/><stop offset=""100%"" stop-color=""#fdbb2d""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><polygon points=""0,256 50,150 100,200 150,120 200,180 256,256"" fill=""#2c3e50""/></svg>"
697,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect width=""256"" height=""256"" fill=""#87CEEB""/><rect x=""0"" y=""200"" width=""256"" height=""56"" fill=""#8B4513""/><g transform=""translate(50, 150)""><line x1=""0"" y1=""0"" x2=""0"" y2=""-100"" stroke=""#228B22"" stroke-width=""5""/><g transform=""translate(0, -100)""><circle cx=""0"" cy=""0"" r=""10"" fill=""#DAA520""/><circle cx=""0"" cy=""0"" r=""8"" fill=""#FFD700""/><circle cx=""-15"" cy=""-10"" r=""5"" fill=""#DAA520""/><circle cx=""15"" cy=""-10"" r=""5"" fill=""#DAA520""/><circle cx=""-10"" cy=""15"" r=""5"" fill=""#DAA520""/><circle cx=""10"" cy=""15"" r=""5"" fill=""#DAA520""/></g></g><g transform=""translate(150, 150)""><line x1=""0"" y1=""0"" x2=""0"" y2=""-120"" stroke=""#228B22"" stroke-width=""5""/><g transform=""translate(0, -120)""><circle cx=""0"" cy=""0"" r=""10"" fill=""#DAA520""/><circle cx=""0"" cy=""0"" r=""8"" fill=""#FFD700""/><circle cx=""-15"" cy=""-10"" r=""5"" fill=""#DAA520""/><circle cx=""15"" cy=""-10"" r=""5"" fill=""#DAA520""/><circle cx=""-10"" cy=""15"" r=""5"" fill=""#DAA520""/><circle cx=""10"" cy=""15"" r=""5"" fill=""#DAA520""/></g></g><g transform=""translate(100, 170)""><line x1=""0"" y1=""0"" x2=""0"" y2=""-80"" stroke=""#228B22"" stroke-width=""5""/><g transform=""translate(0, -80)""><circle cx=""0"" cy=""0"" r=""10"" fill=""#DAA520""/><circle cx=""0"" cy=""0"" r=""8"" fill=""#FFD700""/><circle cx=""-15"" cy=""-10"" r=""5"" fill=""#DAA520""/><circle cx=""15"" cy=""-10"" r=""5"" fill=""#DAA520""/><circle cx=""-10"" cy=""15"" r=""5"" fill=""#DAA520""/><circle cx=""10"" cy=""15"" r=""5"" fill=""#DAA520""/></g></g><g transform=""translate(50, 150)""><path d=""M0,0 Q10,-20 20,0 T40,0"" stroke=""#FFFFFF"" stroke-width=""2"" fill=""none"" opacity=""0.5""/></g><g transform=""translate(150, 150)""><path d=""M0,0 Q10,-20 20,0 T40,0"" stroke=""#FFFFFF"" stroke-width=""2"" fill=""none"" opacity=""0.5""/></g><g transform=""translate(100, 170)""><path d=""M0,0 Q10,-20 20,0 T40,0"" stroke=""#FFFFFF"" stroke-width=""2"" fill=""none"" opacity=""0.5""/></g></svg>"
698,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""goldGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""cobaltGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><g transform=""translate(0, 0)""><polygon points=""128,0 256,128 128,256 0,128"" fill=""url(#goldGradient)""/><polygon points=""64,64 192,64 128,128"" fill=""url(#cobaltGradient)""/><polygon points=""64,192 192,192 128,128"" fill=""url(#cobaltGradient)""/><polygon points=""0,128 64,64 64,192"" fill=""url(#cobaltGradient)""/><polygon points=""256,128 192,64 192,192"" fill=""url(#cobaltGradient)""/></g></svg>"
699,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""crimsonGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#DC143C""/><stop offset=""100%"" stop-color=""#8B0000""/></linearGradient><linearGradient id=""goldGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%"" stop-color=""#FFD700""/><stop offset=""100%"" stop-color=""#DAA520""/></linearGradient></defs><rect x=""0"" y=""0"" width=""256"" height=""256"" fill=""url(#crimsonGradient)""/><polygon points=""64,64 128,0 192,64 128,128"" fill=""url(#goldGradient)""/><polygon points=""64,192 128,256 192,192 128,128"" fill=""url(#goldGradient)""/><rect x=""64"" y=""64"" width=""128"" height=""128"" fill=""none"" stroke=""url(#goldGradient)"" stroke-width=""8""/><circle cx=""128"" cy=""128"" r=""32"" fill=""url(#crimsonGradient)""/><line x1=""0"" y1=""128"" x2=""256"" y2=""128"" stroke=""url(#goldGradient)"" stroke-width=""4""/><line x1=""128"" y1=""0"" x2=""128"" y2=""256"" stroke=""url(#goldGradient)"" stroke-width=""4""/></svg>"
700,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""180"" width=""256"" height=""76"" fill=""#8B4513""/><g fill=""#FFD700""><ellipse cx=""50"" cy=""190"" rx=""15"" ry=""10"" transform=""rotate(-30, 50, 190)""/><ellipse cx=""100"" cy=""200"" rx=""20"" ry=""12"" transform=""rotate(20, 100, 200)""/><ellipse cx=""150"" cy=""210"" rx=""18"" ry=""11"" transform=""rotate(-15, 150, 210)""/><ellipse cx=""200"" cy=""190"" rx=""25"" ry=""14"" transform=""rotate(10, 200, 190)""/><ellipse cx=""30"" cy=""220"" rx=""12"" ry=""8"" transform=""rotate(-25, 30, 220)""/><ellipse cx=""220"" cy=""220"" rx=""14"" ry=""9"" transform=""rotate(15, 220, 220)""/><ellipse cx=""80"" cy=""230"" rx=""16"" ry=""10"" transform=""rotate(-10, 80, 230)""/><ellipse cx=""180"" cy=""230"" rx=""22"" ry=""13"" transform=""rotate(5, 180, 230)""/></g></svg>"
701,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect width=""256"" height=""256"" fill=""#87CEEB""/><polygon points=""0,256 64,128 128,192 192,64 256,256"" fill=""#708090""/><polygon points=""64,128 96,96 128,128 128,192 64,256"" fill=""#FFFFFF""/><polygon points=""128,192 160,160 192,192 192,64 128,128"" fill=""#FFFFFF""/></svg>"
702,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""twilight"" x1=""0"" y1=""0"" x2=""1"" y2=""1""><stop offset=""0%"" stop-color=""#1a2a6c""/><stop offset=""50%"" stop-color=""#b21f1f""/><stop offset=""100%"" stop-color=""#fdbb2d""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#twilight)""/><g transform=""translate(50, 50)""><circle cx=""30"" cy=""30"" r=""20"" fill=""#FF8C42"" opacity=""0.8""/><circle cx=""30"" cy=""30"" r=""15"" fill=""#FFA64D"" opacity=""0.6""/><circle cx=""30"" cy=""30"" r=""10"" fill=""#FFBF59"" opacity=""0.4""/><circle cx=""80"" cy=""50"" r=""20"" fill=""#FF8C42"" opacity=""0.8""/><circle cx=""80"" cy=""50"" r=""15"" fill=""#FFA64D"" opacity=""0.6""/><circle cx=""80"" cy=""50"" r=""10"" fill=""#FFBF59"" opacity=""0.4""/><circle cx=""50"" cy=""100"" r=""20"" fill=""#FF8C42"" opacity=""0.8""/><circle cx=""50"" cy=""100"" r=""15"" fill=""#FFA64D"" opacity=""0.6""/><circle cx=""50"" cy=""100"" r=""10"" fill=""#FFBF59"" opacity=""0.4""/><circle cx=""100"" cy=""80"" r=""20"" fill=""#FF8C42"" opacity=""0.8""/><circle cx=""100"" cy=""80"" r=""15"" fill=""#FFA64D"" opacity=""0.6""/><circle cx=""100"" cy=""80"" r=""10"" fill=""#FFBF59"" opacity=""0.4""/></g></svg>"
703,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><radialGradient id=""indigoGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#4B0082""/><stop offset=""100%"" stop-color=""#2E0854""/></radialGradient></defs><g transform=""translate(50, 50)""><circle cx=""0"" cy=""0"" r=""20"" fill=""url(#indigoGradient)""/><circle cx=""60"" cy=""0"" r=""20"" fill=""url(#indigoGradient)""/><circle cx=""30"" cy=""52"" r=""20"" fill=""url(#indigoGradient)""/><circle cx=""90"" cy=""52"" r=""20"" fill=""url(#indigoGradient)""/><circle cx=""0"" cy=""104"" r=""20"" fill=""url(#indigoGradient)""/><circle cx=""60"" cy=""104"" r=""20"" fill=""url(#indigoGradient)""/><circle cx=""30"" cy=""156"" r=""20"" fill=""url(#indigoGradient)""/><circle cx=""90"" cy=""156"" r=""20"" fill=""url(#indigoGradient)""/></g></svg>"
704,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><radialGradient id=""skyGradient"" cx=""50%"" cy=""50%"" r=""50%"" fx=""50%"" fy=""50%""><stop offset=""0%"" stop-color=""#1a1a2e""/><stop offset=""100%"" stop-color=""#0f0c29""/></radialGradient></defs><rect width=""256"" height=""256"" fill=""url(#skyGradient)""/><circle cx=""200"" cy=""50"" r=""20"" fill=""#f0f0f0"" opacity=""0.8""/><g transform=""translate(0, 100)""><rect x=""0"" y=""100"" width=""256"" height=""156"" fill=""#2c3e50"" opacity=""0.8""/><g transform=""translate(20, 0)""><polygon points=""10,100 30,50 50,100"" fill=""#2e8b57""/><polygon points=""10,120 30,70 50,120"" fill=""#2e8b57""/></g><g transform=""translate(80, 0)""><polygon points=""10,100 30,50 50,100"" fill=""#2e8b57""/><polygon points=""10,120 30,70 50,120"" fill=""#2e8b57""/></g><g transform=""translate(140, 0)""><polygon points=""10,100 30,50 50,100"" fill=""#2e8b57""/><polygon points=""10,120 30,70 50,120"" fill=""#2e8b57""/></g><g transform=""translate(200, 0)""><polygon points=""10,100 30,50 50,100"" fill=""#2e8b57""/><polygon points=""10,120 30,70 50,120"" fill=""#2e8b57""/></g></g><rect x=""0"" y=""150"" width=""256"" height=""106"" fill=""white"" opacity=""0.2""/></svg>"
705,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""128"" height=""128"" fill=""#CC7722""/><rect x=""128"" y=""0"" width=""128"" height=""128"" fill=""#80461B""/><rect x=""0"" y=""128"" width=""128"" height=""128"" fill=""#80461B""/><rect x=""128"" y=""128"" width=""128"" height=""128"" fill=""#CC7722""/><rect x=""64"" y=""64"" width=""64"" height=""64"" fill=""#80461B""/><rect x=""128"" y=""64"" width=""64"" height=""64"" fill=""#CC7722""/><rect x=""64"" y=""128"" width=""64"" height=""64"" fill=""#CC7722""/><rect x=""128"" y=""128"" width=""64"" height=""64"" fill=""#80461B""/></svg>"
706,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""sunsetGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1""><stop offset=""0%"" stop-color=""#FF4500""/><stop offset=""50%"" stop-color=""#FF8C00""/><stop offset=""100%"" stop-color=""#FFD700""/></linearGradient></defs><rect width=""256"" height=""256"" fill=""url(#sunsetGradient)""/><polygon points=""0,200 256,200 256,256 0,256"" fill=""#D2B48C""/><ellipse cx=""128"" cy=""200"" rx=""150"" ry=""50"" fill=""#A0522D"" transform=""rotate(-5, 128, 200)""/><circle cx=""128"" cy=""100"" r=""40"" fill=""#FFD700""/></svg>"
707,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><rect x=""0"" y=""0"" width=""256"" height=""128"" fill=""#4A4A4A""/><ellipse cx=""64"" cy=""64"" rx=""40"" ry=""20"" fill=""#6A6A6A"" opacity=""0.8""/><ellipse cx=""192"" cy=""48"" rx=""50"" ry=""30"" fill=""#6A6A6A"" opacity=""0.8""/><ellipse cx=""128"" cy=""32"" rx=""60"" ry=""25"" fill=""#6A6A6A"" opacity=""0.8""/><rect x=""0"" y=""128"" width=""256"" height=""128"" fill=""#D2B48C""/><path d=""M0,128 Q64,100,128,128 T256,128"" fill=""#1E90FF"" opacity=""0.8""/><path d=""M0,148 Q64,120,128,148 T256,148"" fill=""#1E90FF"" opacity=""0.6""/><path d=""M0,168 Q64,140,128,168 T256,168"" fill=""#1E90FF"" opacity=""0.4""/></svg>"
708,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><defs><linearGradient id=""rubyGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient><linearGradient id=""onyxGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%""><stop offset=""0%""/><stop offset=""100%""/></linearGradient></defs><polygon points=""50,50 100,20 150,50 100,80"" fill=""url(#rubyGradient)""/><polygon points=""150,50 200,20 250,50 200,80"" fill=""url(#onyxGradient)""/><polygon points=""50,150 100,120 150,150 100,180"" fill=""url(#onyxGradient)""/><polygon points=""150,150 200,120 250,150 200,180"" fill=""url(#rubyGradient)""/><polygon points=""100,100 150,70 200,100 150,130"" fill=""url(#rubyGradient)""/><polygon points=""100,200 150,170 200,200 150,230"" fill=""url(#onyxGradient)""/></svg>"
709,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><g transform=""translate(50, 100)""><rect x=""0"" y=""0"" width=""60"" height=""100"" fill=""#D2B48C"" stroke=""#8B4513"" stroke-width=""2""/><polyline points=""0,10 60,10 60,20 0,20 0,30 60,30 60,40 0,40 0,50 60,50 60,60 0,60 0,70 60,70 60,80 0,80 0,90 60,90 60,100 0,100"" fill=""none"" stroke=""#8B4513"" stroke-width=""2""/></g><g transform=""translate(130, 100)""><rect x=""0"" y=""0"" width=""60"" height=""100"" fill=""#D2B48C"" stroke=""#8B4513"" stroke-width=""2""/><polyline points=""0,10 60,10 60,20 0,20 0,30 60,30 60,40 0,40 0,50 60,50 60,60 0,60 0,70 60,70 60,80 0,80 0,90 60,90 60,100 0,100"" fill=""none"" stroke=""#8B4513"" stroke-width=""2""/></g></svg>"
710,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><g transform=""translate(50, 100)""><path d=""M20 80 L20 160 Q20 180 40 180 L60 180 Q80 180 80 160 L80 80 Q80 60 60 60 L40 60 Q20 60 20 80 Z"" fill=""navy""/><path d=""M30 70 L30 150 Q30 170 50 170 L70 170 Q90 170 90 150 L90 70 Q90 50 70 50 L50 50 Q30 50 30 70 Z"" fill=""none"" stroke=""black"" stroke-width=""2""/><path d=""M40 80 L40 160 M60 80 L60 160"" stroke=""black"" stroke-width=""2""/></g><g transform=""translate(150, 100)""><path d=""M20 80 L20 160 Q20 180 40 180 L60 180 Q80 180 80 160 L80 80 Q80 60 60 60 L40 60 Q20 60 20 80 Z"" fill=""navy""/><path d=""M30 70 L30 150 Q30 170 50 170 L70 170 Q90 170 90 150 L90 70 Q90 50 70 50 L50 50 Q30 50 30 70 Z"" fill=""none"" stroke=""black"" stroke-width=""2""/><path d=""M40 80 L40 160 M60 80 L60 160"" stroke=""black"" stroke-width=""2""/></g></svg>"
711,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><circle cx=""128"" cy=""128"" r=""50"" fill=""#0F52BA""/><line x1=""0"" y1=""0"" x2=""256"" y2=""256"" stroke=""silver"" stroke-width=""2""/><line x1=""256"" y1=""0"" x2=""0"" y2=""256"" stroke=""silver"" stroke-width=""2""/><line x1=""128"" y1=""0"" x2=""128"" y2=""256"" stroke=""silver"" stroke-width=""2""/><line x1=""0"" y1=""128"" x2=""256"" y2=""128"" stroke=""silver"" stroke-width=""2""/><line x1=""64"" y1=""0"" x2=""192"" y2=""256"" stroke=""silver"" stroke-width=""2""/><line x1=""192"" y1=""0"" x2=""64"" y2=""256"" stroke=""silver"" stroke-width=""2""/><line x1=""0"" y1=""64"" x2=""256"" y2=""192"" stroke=""silver"" stroke-width=""2""/><line x1=""0"" y1=""192"" x2=""256"" y2=""64"" stroke=""silver"" stroke-width=""2""/></svg>"
712,"<svg viewBox=""0 0 256 256"" width=""256"" height=""256""><path d=""M128,20 C80,20 40,60 40,120 L40,220 C40,240 60,260 80,260 L176,260 C196,260 216,240 216,220 L216,120 C216,60 176,20 128,20 Z"" fill=""#004d00""/><path d=""M128,40 C100,40 80,60 80,80 L80,100 C80,120 100,140 128,140 C156,140 176,120 176,100 L176,80 C176,60 156,40 128,40 Z"" fill=""#003300""/><circle cx=""128"" cy=""80"" r=""4"" fill=""white""/><circle cx=""128"" cy=""100"" r=""4"" fill=""white""/><circle cx=""128"" cy=""120"" r=""4"" fill=""white""/><circle cx=""128"" cy=""140"" r=""4"" fill=""white""/><circle cx=""128"" cy=""160"" r=""4"" fill=""white""/><circle cx=""128"" cy=""180"" r=""4"" fill=""white""/><circle cx=""128"" cy=""200"" r=""4"" fill=""white""/></svg>"
